question_id,stem,answer,students,mean_score,thumbs_down,reject_thumbs_down,reject_mean_score,reject,answer_stem,answer_stem_correct,paragraph,answer_paragraph,answer_paragraph_correct
83076a9e16f9db84dca13c45aa3d4b598a448a6ac26e23e7ceaef6c61a4d9a6c,"The extent to which a substance may be dissolved in water, or any solvent, is quantitatively expressed as its ________, defined as the maximum concentration of a substance that can be achieved under specified conditions.",solubility,105,0.4857142857142857,0,False,False,False,Solubility,True,"The extent to which a substance may be dissolved in water, or any solvent, is quantitatively expressed as its ________, defined as the maximum concentration of a substance that can be achieved under specified conditions. Substances with relatively large solubilities are said to be soluble. A substance will precipitate when solution conditions are such that its concentration exceeds its solubility. Substances with relatively low solubilities are said to be insoluble, and these are the substances that readily precipitate from solution. More information on these important concepts is provided in a later chapter on solutions. For purposes of predicting the identities of solids formed by precipitation reactions, one may simply refer to patterns of solubility that have been observed for many ionic compounds (Table 7.1).",solubility,True
374e5cc032c311a2967ab8b033805cc40ddebd394fb743229bc95f461a4d9a6c,"The solubility guidelines indicate AgCl is insoluble, and so a(n) ________ reaction is expected.",precipitation,106,0.3113207547169811,0,False,True,True,precipitation,True,"(b) The two possible products for this combination are LiC2H3O2 and AgCl. The solubility guidelines indicate AgCl is insoluble, and so a(n) ________ reaction is expected. The net ionic equation for this reaction, derived in the manner detailed in the previous module, is",precipitation,True
3731c92393d09f1f2c150130a82e1cc86f631d17f1a3d4aa7cfc3b8c1a4d9a6c,________ is the process whereby gaseous atoms and molecules are transferred from regions of relatively high concentration to regions of relatively low concentration.,Diffusion,105,0.4095238095238095,1,False,False,False,Diffusion,True,Gaseous atoms and molecules move freely and randomly through space. ________ is the process whereby gaseous atoms and molecules are transferred from regions of relatively high concentration to regions of relatively low concentration. Effusion is a similar process in which gaseous species pass from a container to a vacuum through very small orifices. The rates of effusion of gases are inversely proportional to the square roots of their densities or to the square roots of their atoms/molecules' masses (Graham's law).,Diffusion,True
f4c8d8e8cfa495847f2e07ee11f03daa2421a36b61187e364891a9621a4d9a6c,"When reactions are carried out using less-than-________ quantities of reactants, the amount of product generated will be determined by the limiting reactant.",stoichiometric,108,0.2037037037037037,1,False,True,True,stoichiometric,True,"When reactions are carried out using less-than-________ quantities of reactants, the amount of product generated will be determined by the limiting reactant. The amount of product generated by a chemical reaction is its actual yield. This yield is often less than the amount of product predicted by the stoichiometry of the balanced chemical equation representing the reaction (its theoretical yield). The extent to which a reaction generates the theoretical amount of product is expressed as its percent yield.",stoichiometric,True
1a5349d07eb627aa9f2d35ce2b5649bd67b65e6515f8173c7d75850d1a4d9a6c,A(n) ________ chemical equation may be used to describe a reaction's stoichiometry (the relationships between amounts of reactants and products).,balanced,110,0.5181818181818182,0,False,False,False,Balanced,True,"A(n) ________ chemical equation may be used to describe a reaction's stoichiometry (the relationships between amounts of reactants and products). Coefficients from the equation are used to derive stoichiometric factors that subsequently may be used for computations relating reactant and product masses, molar amounts, and other quantitative properties.",Balanced,True
4b7f899e6e50dca85b996d3641a9ebfe2787926248346e15e1e2e4861a4d9a6c,"For larger central atoms, the valence-shell electron pairs are farther from the nucleus, and there are fewer ________.",repulsions,113,0.3628318584070796,0,False,False,False,repulsions,True,"It is important to remember that hybridization was devised to rationalize experimentally observed molecular geometries. The model works well for molecules containing small central atoms, in which the valence electron pairs are close together in space. However, for larger central atoms, the valence-shell electron pairs are farther from the nucleus, and there are fewer ________. Their compounds exhibit structures that are often not consistent with VSEPR theory, and hybridized orbitals are not necessary to explain the observed data. For example, we have discussed the H–O–H bond angle in H2O, 104.5°, which is more consistent with sp3 hybrid orbitals (109.5°) on the central atom than with 2p orbitals (90°). Sulfur is in the same group as oxygen, and H2S has a similar Lewis structure. However, it has a much smaller bond angle (92.1°), which indicates much less hybridization on sulfur than oxygen. Continuing down the group, tellurium is even larger than sulfur, and for H2Te, the observed bond angle (90°) is consistent with overlap of the 5p orbitals, without invoking hybridization. We invoke hybridization where it is necessary to explain the observed structures.",restrictions,False
8faf81de912fbb05676bcfc93f719807a3bff8dbceb79d768e2972181a4d9a6c,"If the bonds in a molecule are arranged such that their bond moments cancel (vector sum equals zero), then the molecule is ________.",nonpolar,116,0.6293103448275862,1,False,False,False,Nonpolar,True,"When a molecule contains more than one bond, the geometry must be taken into account. If the bonds in a molecule are arranged such that their bond moments cancel (vector sum equals zero), then the molecule is ________. This is the situation in CO2 (Figure 4.27). Each of the bonds is polar, but the molecule as a whole is nonpolar. From the Lewis structure, and using VSEPR theory, we determine that the CO2 molecule is linear with polar C=O bonds on opposite sides of the carbon atom. The bond moments cancel because they are pointed in opposite directions. In the case of the water molecule (Figure 4.27), the Lewis structure again shows that there are two bonds to a central atom, and the electronegativity difference again shows that each of these bonds has a nonzero bond moment. In this case, however, the molecular structure is bent because of the lone pairs on O, and the two bond moments do not cancel. Therefore, water does have a net dipole moment and is a polar molecule (dipole).",nonpolar,True
a634ec8734ad158fcb3e37b254c825d9673cec80fcdf82bfaa004afa1a4d9a6c,Some compounds containing hydrogen are members of an important class of substances known as ________.,acids,116,0.396551724137931,0,False,False,False,Hydrides,False,"Some compounds containing hydrogen are members of an important class of substances known as ________. The chemistry of these compounds is explored in more detail in later chapters of this text, but for now, it will suffice to note that many acids release hydrogen ions, H+, when dissolved in water. To denote this distinct chemical property, a mixture of water with an acid is given a name derived from the compound's name. If the compound is a binary acid (comprised of hydrogen and one other nonmetallic element):",acids,True
3c992f47b3c2281deb28abaa1e0b4d5f88cd17f93fd6edfc8fba99591a4d9a6c,"One such grouping includes ________ (Li), sodium (Na), and potassium (K): These elements all are shiny, conduct heat and electricity well, and have similar chemical properties.",lithium,117,0.6324786324786325,1,False,False,False,lithium,True,"As early chemists worked to purify ores and discovered more elements, they realized that various elements could be grouped together by their similar chemical behaviors. One such grouping includes ________ (Li), sodium (Na), and potassium (K): These elements all are shiny, conduct heat and electricity well, and have similar chemical properties. A second grouping includes calcium (Ca), strontium (Sr), and barium (Ba), which also are shiny, good conductors of heat and electricity, and have chemical properties in common. However, the specific properties of these two groupings are notably different from each other. For example: Li, Na, and K are much more reactive than are Ca, Sr, and Ba; Li, Na, and K form compounds with oxygen in a ratio of two of their atoms to one oxygen atom, whereas Ca, Sr, and Ba form compounds with one of their atoms to one oxygen atom. Fluorine (F), chlorine (Cl), bromine (Br), and iodine (I) also exhibit similar properties to each other, but these properties are drastically different from those of any of the elements above.",lithium,True
4e6116aec8a72c6b451c0b6f97f3babd3c7661ebb196e7626845f83c1a4d9a6c,"In ________ form, an ionic compound is not electrically conductive because its ions are unable to flow (""electricity"" is the flow of charged particles).",solid,117,0.376068376068376,1,False,False,False,solid,True,"You can often recognize ionic compounds because of their properties. Ionic compounds are solids that typically melt at high temperatures and boil at even higher temperatures. For example, sodium chloride melts at 801 °C and boils at 1413 °C. (As a comparison, the molecular compound water melts at 0 °C and boils at 100 °C.) In ________ form, an ionic compound is not electrically conductive because its ions are unable to flow (""electricity"" is the flow of charged particles). When molten, however, it can conduct electricity because its ions are able to move freely through the liquid (Figure 3.41).",solid,True
91cc580c805563675872370aedfe9e5a86089605d546d5546063b3c01a4d9a6c,Molecules of less geometric symmetry may be ________ even when all bond moments are identical.,polar,118,0.4406779661016949,1,False,False,False,polar,True,"For molecules of high symmetry such as BF3 (trigonal planar), CH4 (tetrahedral), PF5 (trigonal bipyramidal), and SF6 (octahedral), all the bonds are of identical polarity (same bond moment) and they are oriented in geometries that yield nonpolar molecules (dipole moment is zero). Molecules of less geometric symmetry, however, may be ________ even when all bond moments are identical. For these molecules, the directions of the equal bond moments are such that they sum to give a nonzero dipole moment and a polar molecule. Examples of such molecules include hydrogen sulfide, H2S (nonlinear), and ammonia, NH3 (trigonal pyramidal).",polar,True
81df75f44fe3714f739a44d249aaa78e3c494caf8aeaba1ab0f1bd601a4d9a6c,A pair of atoms may need to share more than one pair of electrons in order to achieve the requisite ________.,octet,118,0.3644067796610169,2,True,False,True,stability,False,"As previously mentioned, when a pair of atoms shares one pair of electrons, we call this a single bond. However, a pair of atoms may need to share more than one pair of electrons in order to achieve the requisite ________. A double bond forms when two pairs of electrons are shared between a pair of atoms, as between the carbon and oxygen atoms in CH2O (formaldehyde) and between the two carbon atoms in C2H4 (ethylene):",stability,False
787f2cd9c179fb912409e8ffe141dd78c120dcbfdfb22d2d57bbb0df1a4d9a6c,________ form negative ions (anions).,Nonmetals,119,0.3277310924369748,1,False,True,True,Nonmetals,True,"Nitrogen's position in the periodic table (group 15) reveals that it is a nonmetal. ________ form negative ions (anions). A nitrogen atom must gain three electrons to have the same number of electrons as an atom of the following noble gas, neon. Thus, a nitrogen atom will form an anion with three more electrons than protons and a charge of 3−. The symbol for the ion is N3−, and it is called a nitride ion.",Nonmetals,True
61d2221046ef44fa99f2203492eeee7cceffc5f2f29aaebacb9505641a4d9a6c,"The electron-pair ________ shown in Figure 4.16 describe all regions where electrons are located, bonds as well as lone pairs.",geometries,120,0.475,0,False,False,False,geometry,True,"It is important to note that electron-pair geometry around a central atom is not the same thing as its molecular structure. The electron-pair ________ shown in Figure 4.16 describe all regions where electrons are located, bonds as well as lone pairs. Molecular structure describes the location of the atoms, not the electrons.",geometries,True
38385dd4e1b1ffa51df26b474810b08142e276cffbd57c1417b0be1c1a4d9a6c,________ orbitals describe the areas in an atom where electrons are most likely to be found.,Atomic,121,0.0743801652892562,1,False,True,True,Atomic,True,"Macroscopic objects act as particles. Microscopic objects (such as electrons) have properties of both a particle and a wave. Their exact trajectories cannot be determined. The quantum mechanical model of atoms describes the three-dimensional position of the electron in a probabilistic manner according to a mathematical function called a wavefunction, often denoted as ψ. Atomic wavefunctions are also called orbitals. The squared magnitude of the wavefunction describes the distribution of the probability of finding the electron in a particular region in space. Therefore, ________ orbitals describe the areas in an atom where electrons are most likely to be found.",Atomic,True
2640719827035130ca77f252887b0d3b45d5c4ecab06eec3ae8131471a4d9a6c,"A compound's percent composition provides the mass percentage of each element in the compound, and it is often experimentally determined and used to derive the compound's ________ formula.",empirical,122,0.2704918032786885,0,False,True,True,empirical,True,"The chemical identity of a substance is defined by the types and relative numbers of atoms composing its fundamental entities (molecules in the case of covalent compounds, ions in the case of ionic compounds). A compound's percent composition provides the mass percentage of each element in the compound, and it is often experimentally determined and used to derive the compound's ________ formula. The empirical formula mass of a covalent compound may be compared to the compound's molecular or molar mass to derive a molecular formula.",empirical,True
f6681e7b46eb58255806d5678d142d2ddd4953dfd12a72812bf2b0201a4d9a6c,The electrons in the H–Cl bond of a hydrogen ________ molecule spend more time near the chlorine atom than near the hydrogen atom.,chloride,122,0.5409836065573771,0,False,False,False,chloride,True,"When the atoms linked by a covalent bond are different, the bonding electrons are shared, but no longer equally. Instead, the bonding electrons are more attracted to one atom than the other, giving rise to a shift of electron density toward that atom. This unequal distribution of electrons is known as a polar covalent bond, characterized by a partial positive charge on one atom and a partial negative charge on the other. The atom that attracts the electrons more strongly acquires the partial negative charge and vice versa. For example, the electrons in the H–Cl bond of a hydrogen ________ molecule spend more time near the chlorine atom than near the hydrogen atom. Thus, in an HCl molecule, the chlorine atom carries a partial negative charge and the hydrogen atom has a partial positive charge. Figure 4.5 shows the distribution of electrons in the H–Cl bond. Note that the shaded area around Cl is much larger than it is around H. Compare this to Figure 4.4, which shows the even distribution of electrons in the H2 nonpolar bond.",chloride,True
7cc46bbefd92c9c8d07056920d151475cb8a8928933f97d8bd9c0c061a4d9a6c,"Oxygen is not flammable but is required for ________ of a fuel, and hydrogen is highly flammable and a potent energy source.",combustion,120,0.6166666666666667,1,False,False,False,combustion,True,"The two gases produced have distinctly different properties. Oxygen is not flammable but is required for ________ of a fuel, and hydrogen is highly flammable and a potent energy source. How might this knowledge be applied in our world? One application involves research into more fuel-efficient transportation. Fuel-cell vehicles (FCV) run on hydrogen instead of gasoline (Figure 1.16). They are more efficient than vehicles with internal combustion engines, are nonpolluting, and reduce greenhouse gas emissions, making us less dependent on fossil fuels. FCVs are not yet economically viable, however, and current hydrogen production depends on natural gas. If we can develop a process to economically decompose water, or produce hydrogen in another environmentally sound way, FCVs may be the way of the future.",combustion,True
ad6f37c4ae3f508474f1260afa85ec1a416615c65992d92962e855b81a4d9a6c,"Because a hydrogen ________ molecule contains two oxygen atoms, as opposed to the water molecule, which has only one, the two substances exhibit very different properties.",peroxide,119,0.1848739495798319,2,True,True,True,peroxide,True,"The identity of a substance is defined not only by the types of atoms or ions it contains, but by the quantity of each type of atom or ion. For example, water, H2O, and hydrogen peroxide, H2O2, are alike in that their respective molecules are composed of hydrogen and oxygen atoms. However, because a hydrogen ________ molecule contains two oxygen atoms, as opposed to the water molecule, which has only one, the two substances exhibit very different properties. Today, we possess sophisticated instruments that allow the direct measurement of these defining microscopic traits; however, the same traits were originally derived from the measurement of macroscopic properties (the masses and volumes of bulk quantities of matter) using relatively simple tools (balances and volumetric glassware). This experimental approach required the introduction of a new unit for amount of substances, the mole, which remains indispensable in modern chemical science.",peroxide,True
1871daad50bfdba1970295c669f140b73cbbfe8766bb00eea7d2b1211a4d9a6c,"Although the cross-section of one strand is almost impossible to see without a microscope, it is huge on a(n) ________ scale.",atomic,122,0.360655737704918,0,False,False,False,molecular,False,"An atom is so small that its size is difficult to imagine. One of the smallest things we can see with our unaided eye is a single thread of a spider web: These strands are about 1/10,000 of a centimeter (0.0001 cm) in diameter. Although the cross-section of one strand is almost impossible to see without a microscope, it is huge on a(n) ________ scale. A single carbon atom in the web has a diameter of about 0.000000015 centimeter, and it would take about 7000 carbon atoms to span the diameter of the strand. To put this in perspective, if a carbon atom were the size of a dime, the cross-section of one strand would be larger than a football field, which would require about 150 million carbon atom ""dimes"" to cover it. (Figure 1.13) shows increasingly close microscopic and atomic-level views of ordinary cotton.",atomic,True
30cb852d31ad16e6cfb4efd742594a2c4d4ea0095e2f6d6440402ba31a4d9a6c,"While the atoms are still widely separated, the attractions are slightly stronger than the ________, and the energy of the system decreases.",repulsions,123,0.4634146341463415,1,False,False,False,repulsions,True,"The energy of the system depends on how much the orbitals overlap. Figure 5.2 illustrates how the sum of the energies of two hydrogen atoms (the colored curve) changes as they approach each other. When the atoms are far apart there is no overlap, and by convention we set the sum of the energies at zero. As the atoms move together, their orbitals begin to overlap. Each electron begins to feel the attraction of the nucleus in the other atom. In addition, the electrons begin to repel each other, as do the nuclei. While the atoms are still widely separated, the attractions are slightly stronger than the ________, and the energy of the system decreases. (A bond begins to form.) As the atoms move closer together, the overlap increases, so the attraction of the nuclei for the electrons continues to increase (as do the repulsions among electrons and between the nuclei). At some specific distance between the atoms, which varies depending on the atoms involved, the energy reaches its lowest (most stable) value. This optimum distance between the two bonded nuclei is the bond distance between the two atoms. The bond is stable because at this point, the attractive and repulsive forces combine to create the lowest possible energy configuration. If the distance between the nuclei were to decrease further, the repulsions between nuclei and the repulsions as electrons are confined in closer proximity to each other would become stronger than the attractive forces. The energy of the system would then rise (making the system destabilized), as shown at the far left of Figure 5.2.",repulsions,True
cc7e2d0a592fc85646f03e0e519e752bdb676ec8e4620e43b9b5daf41a4d9a6c,The value of a(n) ________ property is directly proportional to the amount of matter in question.,extensive,121,0.5206611570247934,0,False,False,False,extensive,True,"Properties of matter fall into one of two categories. If the property depends on the amount of matter present, it is an extensive property. The mass and volume of a substance are examples of extensive properties; for instance, a gallon of milk has a larger mass than a cup of milk. The value of a(n) ________ property is directly proportional to the amount of matter in question. If the property of a sample of matter does not depend on the amount of matter present, it is an intensive property. Temperature is an example of an intensive property. If the gallon and cup of milk are each at 20 °C (room temperature), when they are combined, the temperature remains at 20 °C. As another example, consider the distinct but related properties of heat and temperature. A drop of hot cooking oil spattered on your arm causes brief, minor discomfort, whereas a pot of hot oil yields severe burns. Both the drop and the pot of oil are at the same temperature (an intensive property), but the pot clearly contains much more heat (extensive property).",extensive,True
6ea2b8c95948bb0176cfe977882e9373ea6090b1402347c61aeaaf401a4d9a6c,The most common form of the element sulfur is composed of molecules that consist of eight atoms of sulfur; its molecular ________ is S8 (Figure 2.17).,formula,122,0.7131147540983607,0,False,False,False,formula,True,"Although many elements consist of discrete, individual atoms, some exist as molecules made up of two or more atoms of the element chemically bonded together. For example, most samples of the elements hydrogen, oxygen, and nitrogen are composed of molecules that contain two atoms each (called diatomic molecules) and thus have the molecular formulas H2, O2, and N2, respectively. Other elements commonly found as diatomic molecules are fluorine (F2), chlorine (Cl2), bromine (Br2), and iodine (I2). The most common form of the element sulfur is composed of molecules that consist of eight atoms of sulfur; its molecular ________ is S8 (Figure 2.17).",formula,True
ad817aa36e4a964bf1adcf361e9e90f902eeed490a297d61ee720cb31a4d9a6c,"Even in the late nineteenth century, spectroscopy was a very precise science, and so the wavelengths of hydrogen were measured to very high accuracy, which implied that the Rydberg ________ could be determined very precisely as well.",constant,125,0.224,3,True,True,True,constant,True,"Even in the late nineteenth century, spectroscopy was a very precise science, and so the wavelengths of hydrogen were measured to very high accuracy, which implied that the Rydberg ________ could be determined very precisely as well. That such a simple formula as the Rydberg formula could account for such precise measurements seemed astounding at the time, but it was the eventual explanation for emission spectra by Neils Bohr in 1913 that ultimately convinced scientists to abandon classical physics and spurred the development of modern quantum mechanics.",constant,True
90024258f63eadde6e5c26d370825c9a118b011b7b5d30255a821dcd1a4d9a6c,"Hydrogen and oxygen can react to form water, and sodium and chlorine can react to form table ________.",salt,122,0.8524590163934426,1,False,False,False,salt,True,"Compounds are formed when two or more elements chemically combine, resulting in the formation of bonds. For example, hydrogen and oxygen can react to form water, and sodium and chlorine can react to form table ________. We sometimes describe the composition of these compounds with an empirical formula, which indicates the types of atoms present and the simplest whole-number ratio of the number of atoms (or ions) in the compound. For example, titanium dioxide (used as pigment in white paint and in the thick, white, blocking type of sunscreen) has an empirical formula of TiO2. This identifies the elements titanium (Ti) and oxygen (O) as the constituents of titanium dioxide, and indicates the presence of twice as many atoms of the element oxygen as atoms of the element titanium (Figure 2.19).",salt,True
9aa6a286eb06ebb976370fd6e3fbbe0cc85d67340978d6bedd25c38d1a4d9a6c,"Shielding is determined by the probability of another electron being between the electron of interest and the nucleus, as well as by the electron–electron ________ the electron of interest encounters.",repulsions,125,0.488,0,False,False,False,repulsion,True,"Shielding is determined by the probability of another electron being between the electron of interest and the nucleus, as well as by the electron–electron ________ the electron of interest encounters. Core electrons are adept at shielding, while electrons in the same valence shell do not block the nuclear attraction experienced by each other as efficiently. Thus, each time we move from one element to the next across a period, Z increases by one, but the shielding increases only slightly. Thus, Zeff increases as we move from left to right across a period. The stronger pull (higher effective nuclear charge) experienced by electrons on the right side of the periodic table draws them closer to the nucleus, making the covalent radii smaller.",repulsion,True
db1a0e68d944b85479053c9c69724a86f7e64176b9f05d24189f4d5b1a4d9a6c,Removing an electron from a(n) ________ with a higher positive charge is more difficult than removing an electron from an ion with a lower charge.,cation,125,0.208,1,False,True,True,ion,False,"Removing an electron from a cation is more difficult than removing an electron from a neutral atom because of the greater electrostatic attraction to the cation. Likewise, removing an electron from a(n) ________ with a higher positive charge is more difficult than removing an electron from an ion with a lower charge. Thus, successive ionization energies for one element always increase. As seen in Table 3.3, there is a large increase in the ionization energies for each element. This jump corresponds to removal of the core electrons, which are harder to remove than the valence electrons. For example, Sc and Ga both have three valence electrons, so the rapid increase in ionization energy occurs after the third ionization.",ion,False
01d58b46abc3f0ad931e6b12e6b7298a8435d7bcc9ec8feff6c6323a1a4d9a6c,"The uncertainty principle can be shown to be a consequence of wave–particle duality, which lies at the heart of what distinguishes modern ________ theory from classical mechanics.",quantum,125,0.488,1,False,False,False,quantum,True,"Heisenberg's principle imposes ultimate limits on what is knowable in science. The uncertainty principle can be shown to be a consequence of wave–particle duality, which lies at the heart of what distinguishes modern ________ theory from classical mechanics.",quantum,True
